;website;date;region;type_activite;sous_type_activite;sous_sous_categorie;language;note;nb_note;note_cuisine;note_service;note_cadre;nb_note_resto
64;tripadvisor;2016-09;auvergne-rhone-alpes;offre_de_loisirs;jeux et divertissements;;fr;1833.0;405;;;;0
65;tripadvisor;2016-10;auvergne-rhone-alpes;offre_de_loisirs;jeux et divertissements;;fr;2364.5;515;;;;0
66;tripadvisor;2016-11;auvergne-rhone-alpes;offre_de_loisirs;jeux et divertissements;;fr;2196.0;483;;;;0
67;tripadvisor;2016-12;auvergne-rhone-alpes;offre_de_loisirs;jeux et divertissements;;fr;2340.0;511;;;;0
68;tripadvisor;2017-01;auvergne-rhone-alpes;offre_de_loisirs;jeux et divertissements;;fr;2343.0;512;;;;0
69;tripadvisor;2017-02;auvergne-rhone-alpes;offre_de_loisirs;jeux et divertissements;;fr;3147.0;683;;;;0
70;tripadvisor;2017-03;auvergne-rhone-alpes;offre_de_loisirs;jeux et divertissements;;fr;2781.5;604;;;;0
71;tripadvisor;2017-04;auvergne-rhone-alpes;offre_de_loisirs;jeux et divertissements;;fr;3306.5;715;;;;0
72;tripadvisor;2017-05;auvergne-rhone-alpes;offre_de_loisirs;jeux et divertissements;;fr;2797.0;611;;;;0
73;tripadvisor;2017-06;auvergne-rhone-alpes;offre_de_loisirs;jeux et divertissements;;fr;1268.5;275;;;;0
85;tripadvisor;2013-01;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;8.0;2;;;;0
86;tripadvisor;2013-02;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;4.5;1;;;;0
87;tripadvisor;2013-03;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;13.0;3;;;;0
88;tripadvisor;2013-04;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;17.5;4;;;;0
89;tripadvisor;2013-05;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;8.5;2;;;;0
90;tripadvisor;2013-06;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;5.0;1;;;;0
91;tripadvisor;2013-07;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;30.5;7;;;;0
92;tripadvisor;2013-08;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;36.5;9;;;;0
93;tripadvisor;2013-09;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;33.5;8;;;;0
94;tripadvisor;2013-10;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;36.0;9;;;;0
95;tripadvisor;2013-11;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;27.0;7;;;;0
96;tripadvisor;2013-12;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;16.0;4;;;;0
97;tripadvisor;2014-01;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;33.0;8;;;;0
98;tripadvisor;2014-02;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;45.5;11;;;;0
99;tripadvisor;2014-03;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;40.0;10;;;;0
100;tripadvisor;2014-04;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;48.5;12;;;;0
101;tripadvisor;2014-05;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;52.0;12;;;;0
102;tripadvisor;2014-06;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;28.5;7;;;;0
103;tripadvisor;2014-07;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;108.5;25;;;;0
104;tripadvisor;2014-08;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;167.0;39;;;;0
105;tripadvisor;2014-09;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;58.5;14;;;;0
106;tripadvisor;2014-10;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;67.0;16;;;;0
107;tripadvisor;2014-11;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;16.0;4;;;;0
108;tripadvisor;2014-12;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;71.5;17;;;;0
109;tripadvisor;2015-01;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;49.5;12;;;;0
110;tripadvisor;2015-02;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;56.0;13;;;;0
111;tripadvisor;2015-03;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;29.0;7;;;;0
112;tripadvisor;2015-04;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;61.0;14;;;;0
113;tripadvisor;2015-05;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;80.0;19;;;;0
114;tripadvisor;2015-06;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;80.0;19;;;;0
115;tripadvisor;2015-07;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;115.5;27;;;;0
116;tripadvisor;2015-08;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;257.0;60;;;;0
117;tripadvisor;2015-09;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;170.0;40;;;;0
118;tripadvisor;2015-10;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;254.0;62;;;;0
119;tripadvisor;2015-11;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;114.0;26;;;;0
120;tripadvisor;2015-12;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;116.0;28;;;;0
121;tripadvisor;2016-01;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;142.5;32;;;;0
122;tripadvisor;2016-02;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;244.0;56;;;;0
123;tripadvisor;2016-03;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;228.0;54;;;;0
124;tripadvisor;2016-04;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;241.0;58;;;;0
125;tripadvisor;2016-05;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;375.5;91;;;;0
126;tripadvisor;2016-06;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;238.0;55;;;;0
127;tripadvisor;2016-07;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;320.0;74;;;;0
128;tripadvisor;2016-08;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;702.0;161;;;;0
129;tripadvisor;2016-09;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;279.0;64;;;;0
130;tripadvisor;2016-10;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;316.5;74;;;;0
131;tripadvisor;2016-11;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;346.0;81;;;;0
132;tripadvisor;2016-12;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;202.0;47;;;;0
133;tripadvisor;2017-01;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;244.5;57;;;;0
134;tripadvisor;2017-02;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;342.5;79;;;;0
