;website;date;region;type_activite;sous_type_activite;sous_sous_categorie;language;note;nb_note;note_cuisine;note_service;note_cadre;nb_note_resto
90;tripadvisor;2016-11;auvergne-rhone-alpes;patrimoine;patrimoine culturel;;fr;7646.0;1712;;;;0
91;tripadvisor;2016-12;auvergne-rhone-alpes;patrimoine;patrimoine culturel;;fr;6280.5;1404;;;;0
92;tripadvisor;2017-01;auvergne-rhone-alpes;patrimoine;patrimoine culturel;;fr;5550.0;1241;;;;0
93;tripadvisor;2017-02;auvergne-rhone-alpes;patrimoine;patrimoine culturel;;fr;6405.0;1444;;;;0
94;tripadvisor;2017-03;auvergne-rhone-alpes;patrimoine;patrimoine culturel;;fr;6554.0;1472;;;;0
95;tripadvisor;2017-04;auvergne-rhone-alpes;patrimoine;patrimoine culturel;;fr;9138.5;2054;;;;0
96;tripadvisor;2017-05;auvergne-rhone-alpes;patrimoine;patrimoine culturel;;fr;155965.0;34377;;;;0
97;tripadvisor;2017-06;auvergne-rhone-alpes;patrimoine;patrimoine culturel;;fr;3902.0;875;;;;0
126;tripadvisor;2013-01;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;230.0;51;;;;0
127;tripadvisor;2013-02;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;285.0;64;;;;0
128;tripadvisor;2013-03;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;270.0;60;;;;0
129;tripadvisor;2013-04;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;609.0;137;;;;0
130;tripadvisor;2013-05;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;698.5;156;;;;0
131;tripadvisor;2013-06;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;370.5;83;;;;0
132;tripadvisor;2013-07;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;931.5;211;;;;0
133;tripadvisor;2013-08;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1244.5;281;;;;0
134;tripadvisor;2013-09;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;679.0;152;;;;0
135;tripadvisor;2013-10;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;680.0;151;;;;0
136;tripadvisor;2013-11;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;384.0;85;;;;0
137;tripadvisor;2013-12;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;417.0;93;;;;0
138;tripadvisor;2014-01;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;256.5;57;;;;0
139;tripadvisor;2014-02;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;285.0;64;;;;0
140;tripadvisor;2014-03;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;387.0;86;;;;0
141;tripadvisor;2014-04;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;491.0;111;;;;0
142;tripadvisor;2014-05;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;997.5;226;;;;0
143;tripadvisor;2014-06;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;955.0;215;;;;0
144;tripadvisor;2014-07;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1129.0;254;;;;0
145;tripadvisor;2014-08;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;2287.5;517;;;;0
146;tripadvisor;2014-09;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1274.0;285;;;;0
147;tripadvisor;2014-10;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1181.0;266;;;;0
148;tripadvisor;2014-11;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1072.5;240;;;;0
149;tripadvisor;2014-12;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;618.5;138;;;;0
150;tripadvisor;2015-01;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;554.5;125;;;;0
151;tripadvisor;2015-02;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;824.5;184;;;;0
152;tripadvisor;2015-03;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;919.5;204;;;;0
153;tripadvisor;2015-04;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1420.5;320;;;;0
154;tripadvisor;2015-05;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;2258.0;507;;;;0
155;tripadvisor;2015-06;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1616.5;362;;;;0
156;tripadvisor;2015-07;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;3237.0;728;;;;0
157;tripadvisor;2015-08;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;4988.0;1127;;;;0
158;tripadvisor;2015-09;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;3178.5;716;;;;0
159;tripadvisor;2015-10;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;2003.5;447;;;;0
160;tripadvisor;2015-11;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1353.5;301;;;;0
161;tripadvisor;2015-12;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1258.5;283;;;;0
162;tripadvisor;2016-01;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1106.0;248;;;;0
163;tripadvisor;2016-02;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1665.0;374;;;;0
